"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This testcase tests if Set relation task actions added on task gets triggered at completion of the task during job execution","21117","Test to verify that the Set relation Task Actions works as expected during execution at completion","tests.scenarios.job","Fri Dec 13 22:21:45 IST 2024","failed","Fri Dec 13 22:22:06 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This testcase tests that user gets error when next task is executed before task with 'Stop' action","10123","Test to validate error when Next Task is Executed Before Task with 'Stop' action","tests.scenarios.job","Fri Dec 13 21:14:50 IST 2024","passed","Fri Dec 13 21:15:00 IST 2024","TestJobExecution","test_job_execution","",""
"This test is to verify the execution of a job with scheduling at start task level and branching rule","13422","Test to verify the execution of a job with scheduling at start task level and branching rule","tests.scenarios.job","Fri Dec 13 21:56:28 IST 2024","passed","Fri Dec 13 21:56:41 IST 2024","TestSingleSelectDropdownOptions","test_scheduling_execution","",""
"This testcase tests that user can execute the checklist present in the job with self verification","13925","Test to verify the self verification for checklist activity during job execution","tests.scenarios.job","Fri Dec 13 21:29:59 IST 2024","passed","Fri Dec 13 21:30:13 IST 2024","TestParameterVerification","test_parameter_verification","",""
"This testcases test that a user can complete a job for a process having interlocks with number property and task completed trigger","34389","Test user can complete a job for a process with interlocks having number property and task completed trigger","tests.scenarios.job","Fri Dec 13 20:34:02 IST 2024","passed","Fri Dec 13 20:34:36 IST 2024","TestInterlocksExecution","test_interlocks_execution","",""
"This test case validates if user can add task executor lock on task in prototype","7127","Test to validate if user can add task executor lock on task in prototype","tests.scenarios","Fri Dec 13 20:03:29 IST 2024","passed","Fri Dec 13 20:03:36 IST 2024","TestTaskExecutorLock","test_task_executor_lock","",""
"This test case verifies that user can unmap the parameter used in interlock","7554","Test to verify that user can unmap the parameter used in interlock","tests.scenarios","Fri Dec 13 19:33:55 IST 2024","passed","Fri Dec 13 19:34:02 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"These test case tests adding number parameter with least count and linked parameter and self verifications","6686","Test to add number parameter with least count and linked parameter and self verifications enabled","tests.scenarios","Fri Dec 13 19:02:45 IST 2024","passed","Fri Dec 13 19:02:52 IST 2024","TestLeastCount","test_least_count","",""
"These Testcases test that user can configure task dependency with interlocks on task with global prototype","12992","Test to validate that user can configure task dependency with interlocks on task with global prototype","tests.scenarios","Fri Dec 13 18:46:32 IST 2024","passed","Fri Dec 13 18:46:45 IST 2024","TestDependencies","test_dependency","",""
"These Testcases test that after deleting the task it should be removed from the dependency list","1504","Test to validate that after deleting the task it should be removed from the dependency list","tests.scenarios","Fri Dec 13 18:43:14 IST 2024","failed","Fri Dec 13 18:43:16 IST 2024","TestDependencies","test_dependency","",""
"This testcase validates that assigned users should not able to see the parameter in verification tab when any one of them rejects the verification with multiple peer verification","19274","Test to verify that assigned users should not able to see the parameter in verification tab when any one of them rejects the verification with multiple peer verification","tests.scenarios.job","Fri Dec 13 21:52:06 IST 2024","passed","Fri Dec 13 21:52:26 IST 2024","TestParameterVerification","test_parameter_verification","",""
"This test is to validate the audit logs for delete captured image during parameter execution","2520","Test to validate audit logs for delete captured image during parameter execution","tests.scenarios.job_audits","Fri Dec 13 23:04:38 IST 2024","passed","Fri Dec 13 23:04:40 IST 2024","TestJobActionAuditLogs","test_audits_of_parameter_execution","",""
"This test case is to verify the user can create new property for the object types in ontology","4872","This test case is to verify the user can create new property","tests.scenarios.ontology","Fri Dec 13 23:07:42 IST 2024","passed","Fri Dec 13 23:07:46 IST 2024","","test_object_property","",""
"These Testcases test that user can configure task dependency with interlocks on task","12744","Test to validate that user can configure task dependency with interlocks on task","tests.scenarios","Fri Dec 13 18:43:46 IST 2024","passed","Fri Dec 13 18:43:59 IST 2024","TestDependencies","test_dependency","",""
"This test case tests audits logs for parameters linked with CJF resource parameter during execution","19621","Verify audit logs for parameters linked with CJF resource parameter","tests.scenarios.job_audits","Fri Dec 13 23:01:48 IST 2024","failed","Fri Dec 13 23:02:07 IST 2024","TestAuditLogsOfLinkedParameters","test_audit_logs_of_linked_parameters","",""
"These testcase test adding Create Object action type with cjf parameter mapping","16303","Test to add Create Object action type with cjf parameter mapping","tests.scenarios","Fri Dec 13 19:57:24 IST 2024","passed","Fri Dec 13 19:57:40 IST 2024","TestTaskActions","test_task_actions","",""
"This testcase tests that user can execute the job with least count in number parameter with linked parameter value and self verification enabled","12243","Test to verify least count in number parameter with linked parameter value and self verification enabled","tests.scenarios.job","Fri Dec 13 21:21:20 IST 2024","passed","Fri Dec 13 21:21:32 IST 2024","TestLeastCount","test_least_count_execution","",""
"This test case validates if user can configure task executor lock using task of multiple stages in prototype","7401","Test to validate if user can configure task executor lock using task of multiple stages in prototype","tests.scenarios","Fri Dec 13 20:03:44 IST 2024","passed","Fri Dec 13 20:03:51 IST 2024","TestTaskExecutorLock","test_task_executor_lock","",""
"This testcase tests adding material instructions in the process and validating if it is visible in the job","10782","Test to verify that material instructions added to the process are present in the job","tests.scenarios.job","Fri Dec 13 21:03:44 IST 2024","passed","Fri Dec 13 21:03:54 IST 2024","TestJobExecution","test_job_execution","",""
"This test case verify if user can repeat task successfully","0","Test to create the repeat task","tests.scenarios.job","Fri Dec 13 21:53:02 IST 2024","skipped","Fri Dec 13 21:53:02 IST 2024","TestRepeatTask","test_repeat_task","",""
"This testcase tests user should be able to complete both verification during job execution enabled in global prototype","44528","Test to verify user should be able to complete both verification during job execution enabled in global prototype","tests.scenarios.job","Fri Dec 13 21:44:17 IST 2024","passed","Fri Dec 13 21:45:02 IST 2024","TestParameterVerification","test_parameter_verification","",""
"This test case tests starting the task while executing the job","11950","Test to start the task","tests.scenarios.job","Fri Dec 13 20:54:36 IST 2024","passed","Fri Dec 13 20:54:48 IST 2024","TestJobExecution","test_job_execution","",""
"This testcase tests if branching rules added on single select dropdown parameter to hide the parameters works as expected during execution","14405","Test to verify that branching rules added to hide parameters works as expected","tests.scenarios.job","Fri Dec 13 20:06:09 IST 2024","passed","Fri Dec 13 20:06:24 IST 2024","TestBranchingRuleExecution","test_branching_rule_execution","",""
"This test case tests validating error when user tries to complete task before executing the parameters","13081","Test to validate error when user tries to complete the task without executing the parameters","tests.scenarios.job","Fri Dec 13 20:55:13 IST 2024","passed","Fri Dec 13 20:55:26 IST 2024","TestJobExecution","test_job_execution","",""
"This testcase tests that user can filter the parameter with verification status approved and requested by filter in verification tab","20211","Test to verify that user can filter the parameter with verification status approved and requested by filter in verification tab","tests.scenarios.job","Fri Dec 13 21:45:47 IST 2024","passed","Fri Dec 13 21:46:07 IST 2024","TestParameterVerification","test_parameter_verification","",""
